Source_A,Source_B
SPOP,HCST
SORBS3,DLG5
ATXN1,RBPMS
ATXN1,PIM2
IKZF3,RBBP8
ATXN1,NUDT21
ATM,RBBP8
RBBP8,LMO4
TREM1,TYROBP
TREM2,TYROBP
TYROBP,CLEC5A
SAE1,UBE2E3
ATXN1,ZHX1
SOCS3,CSF3R
MYO5B,RAB11B
RAB11FIP2,RAB11B
RAB11FIP3,RAB11B
SNAP29,STX17
ATXN1,ACOT7
BCOR,CPNE2
ATXN1,U2AF2
ATXN1,FAM46B
ITGB1BP1,KRIT1
WASF2,ACTR2
ATXN1,BATF2
IQGAP2,ACTR2
WASF3,ACTR3
WASF2,ACTR3
ARPC3,ACTR3
ACTR3,ARPC5
CD2AP,CD2AP
PPP1R14A,CSNK1G3
PTPN2,STAT5B
ELP2,STAT5B
PDZD2,PKP4
MACF1,PLXND1
ATXN1,VSTM2L
MED1,MED1
PPARGC1A,MED1
THRB,MED1
GATA6,MED1
PDZD2,CST3
TAPBP,COPG2
COPG2,ARL1
STAG2,STAG1
RAD21,STAG1
RAD21,STAG2
ATM,CHEK2
ATM,CHEK2
ATR,CHEK2
CHEK2,ASF1A
CHEK2,MDC1
ATXN1,KIAA2026
TRIM27,PML
ATXN1,USP54
EDNRB,GNA13
ARHGEF12,GNA13
ARHGEF11,GNA13
IFITM1,IFITM1
IRAK3,IRAK3
CPE,CCK
CBX3,CBX3
CBX5,CBX3
MKI67,CBX3
DSN1,CBX3
HDAC4,CBX5
HDAC9,CBX5
MKI67,CBX5
DSN1,CBX5
BLNK,CBLB
CBLB,PIK3R1
PPIF,VDAC1
CKMT1A,VDAC1
THRB,ZNHIT3
THRB,JMJD1C
RHOQ,TRIP10
THRB,TRIP10
PML,TRIM69
THRB,TRIP12
THRB,TRIP13
THRB,COPS2
COPS8,COPS2
CD84,CD84
THRB,PPARGC1A
CPM,HBA2
KIF2C,CENPH
HNRNPM,CEACAM5
LOXL1,FBLN5
NR5A2,NR0B2
NR1H3,NR0B2
TBCE,TBCD
PRKG1,MRVI1
HEY2,HEY2
SIRT1,HEY2
SIN3A,HEY2
PPP1R15A,KIF3A
NEK1,KIF3A
CTNNAL1,AKAP13
SLC9A3R1,AKAP10
GSK3B,AKAP11
TOLLIP,TOM1L1
NEDD9,BCAR3
MERTK,MERTK
CSNK2A1,CTNNB1
TBC1D4,NFAT5
CDKN1A,CSNK2A1
CDK1,CSNK2A1
CSNK2A1,CDC25B
MAP3K13,PRDX3
CSNK2A1,ATF1
ATF2,CSNK2A1
SCGB3A1,MARCO
SCGB3A2,MARCO
CSNK2A1,CREM
NFE2,MAFF
UNC13B,RPH3AL
GTF3C4,GTF3C2
NEK9,NEK6
NEK6,CDK7
CSNK2A1,DDIT3
NEK6,RPS6KB1
TOP1,CSNK2A1
TAF1B,TAF1B
CSNK2A1,TOP2A
TAF1C,TAF1B
RRN3,TAF1B
RRN3,TAF1C
CNOT8,CNOT3
CSNK2A1,EGR1
TOB1,CNOT7
TOB2,CNOT7
BTG3,CNOT7
BTG1,CNOT7
MAP3K13,MAP3K13
EEF1D,CSNK2A1
FGF1,CSNK2A1
GADD45G,GADD45B
LUC7L,GADD45G
FGF2,CSNK2A1
LUC7L2,GADD45G
POLR2A,ACTL6A
SIT1,SIT1
STK4,STK4
RASSF5,STK4
CNKSR1,STK4
CSNK2A1,HSP90AA1
FCN3,FCN3
EXOSC6,NUDT21
CSNK2A1,HOXB7
RACGAP1,RACGAP1
SLC16A10,RACGAP1
SH3RF1,RACGAP1
CSNK2A1,IGFBP3
BRAP,BRAP
CNKSR1,BRAP
SLC4A8,SLC9A3R1
PAG1,SLC9A3R1
PLCB1,SLC9A3R1
NF2,SLC9A3R1
CSNK2A1,IRS1
YAP1,SLC9A3R1
IRF2,CSNK2A1
CSNK2A1,IFI16
FRAT2,GSK3B
UPF3A,GSK3B
NIN,GSK3B
TMEM132A,GSK3B
TPPP,GSK3B
PAK2,PAK2
CSNK2A1,STMN1
ARHGEF7,PAK2
ITGA3,ITGA3
LGALS8,ITGA3
STK3,STK3
CSNK2A1,PTPRC
CNKSR1,STK3
PSTPIP1,WASF1
CYFIP2,WASF1
DNMBP,WASF1
MED13,MED23
CSNK2A1,CD5
P4HB,UBQLN1
NBL1,UBQLN1
KAT2B,IRF7
CSNK2A1,MAX
RHOQ,WASL
DNMBP,WASL
PRPF40A,WASL
FNBP1L,WASL
CDC37,STIP1
HSPA14,STIP1
CSNK2A1,SNCA
HDAC4,YWHAE
NDEL1,YWHAE
RASGRF1,YWHAE
WWTR1,YWHAE
CSNK2A1,NFKBIA
MAP3K2,YWHAE
PAPOLA,YWHAE
ARHGEF2,YWHAE
STX12,EEA1
RAB22A,EEA1
STX6,EEA1
CSNK2A1,RELA
CSNK2A1,HNRNPC
XRN2,TARDBP
GRASP,CYTH3
PIGT,PIGK
SH2B3,SH2B3
FOS,CSNK2A1
ST14,SPINT1
CSNK2A1,JUN
CSNK2A1,SPP1
CSNK2A1,GPI
GALNT6,FN1
CALCRL,RAMP1
CALCRL,RAMP2
RAMP3,RAMP3
CSNK2A1,PTPN1
CALCRL,RAMP3
CXCL16,CXCR6
CSNK2A1,RRAD
CSNK2A1,STX1A
BACH1,PATZ1
BACH2,PATZ1
PTGER2,PTGES
UBR5,PAIP1
KREMEN1,DKK1
CSNK2A1,MYB
CSNK2A1,MYC
CSNK2A1,TP53
HSP90B1,CSNK2A1
SKAP2,SKAP2
PRAM1,SKAP2
CSNK2A1,CDH1
ATN1,RERE
CSNK2A1,SLC18A2
FLOT1,SORBS1
SEMA6A,SORBS1
CSNK2A1,ACACA
UPF3A,RBM8A
HDAC4,HDAC4
HDAC9,HDAC4
BCOR,HDAC4
CSNK2A1,F5
ZBTB16,HDAC4
FOXP4,FOXP2
FOXP1,FOXP2
CSNK2A1,NCF1
KAT2B,KLF13
CADM1,EPB41L3
CEP152,EPB41L3
RPL14,PHLDA1
OGT,CSNK2A1
CSNK2A1,WAS
CSNK2A1,SAT1
XK,CSNK2A1
HNRNPA2B1,CSNK2A1
MCL1,BOK
CSNK2A1,AQP4
PRKD1,PRKD1
PRKCH,PRKD1
MT2A,PRKD1
PRKD1,PPP1R14A
PRKD1,KIDINS220
CSNK2A1,SUB1
SNX9,ADAM15
SH3D19,ADAM15
WASF2,BAIAP2
ATN1,BAIAP2
PBX2,BAIAP2
ENAH,BAIAP2
LIN7C,BAIAP2
PPM1F,ARHGEF7
KIF4A,HMG20B
MYO5B,RAB11A
RAB11FIP1,RAB11A
RAB11FIP2,RAB11A
WDR44,RAB11A
RAB11FIP3,RAB11A
ANAPC2,UBE2C
UPF3A,IFITM2
ELAVL1,PAIP2
CSNK2A1,MEF2C
IL20RA,IL20RA
EIF4E2,ARIH1
BACE2,BACE2
UBTF,CSNK2A1
SPTLC2,SPTLC1
GLS2,PAG1
EBAG9,EBAG9
PLXNA1,RHOD
PBX2,NUP62
STX2,UNC13B
CSNK2A1,HMGA1
GOPC,RHOQ
CDC42EP1,RHOQ
CDC42EP4,RHOQ
CDC42EP2,RHOQ
CDC42EP3,RHOQ
DOCK8,RHOQ
EXOC7,RHOQ
RHOQ,PARD6B
WASF2,WASF2
PSTPIP1,WASF2
CYFIP2,WASF2
ARPC3,WASF2
TPX2,TPX2
RABGEF1,RAB33B
NLRC4,NOD2
NLRP1,NOD1
ATXN1,SPEN
CPEB1,KIF1B
STARD13,KIF1B
CSNK2A1,MAZ
POLR2A,CPSF2
CSNK2A1,CAV1
SMYD3,POLR2K
POLR2C,POLR2K
SPOCK2,TES
GIPC2,FZD3
CSNK2A1,HDAC1
IKZF5,IKZF3
IKZF4,IKZF3
IKZF5,IKZF2
CSNK2A1,HCLS1
IKZF4,IKZF2
IKZF4,IKZF5
SIN3A,IKZF4
SIN3B,IKZF4
PIWIL4,DICER1
XRN1,STAM2
DVL3,CSNK2A1
DYNLL2,BMF
MCL1,BMF
XRN2,TOLLIP
PAFAH1B1,CSNK2A1
PIAS1,DDX21
NDFIP2,NEDD4L
PYCARD,NLRP3
CARD8,NLRP3
CSNK2A1,EIF5
SLAMF6,SLAMF6
TRIM27,PRAM1
CSNK2A1,GMFB
SIN3A,HDAC9
SIN3B,HDAC9
ZBTB16,HDAC9
ETV6,HDAC9
CSNK2A1,PTEN
WWTR1,SLC9A3R2
ADORA2B,SLC9A3R2
SCEL,TXNIP
ZBTB16,TXNIP
CSNK2A1,VDR
RXFP1,RXFP1
PARD3,PARD3
CSNK2A1,PPP1R2
PARD6G,PARD3
F11R,PARD3
PARD6B,PARD3
CSNK2A1,BID
CSNK2A1,EIF4EBP1
PYCARD,NLRC4
CSNK2A1,TCF7L2
GOPC,GOPC
STX6,GOPC
CSPG5,GOPC
PAK1,CSNK2A1
NEK9,NEK7
HIPK2,HIPK2
UBE2I,HIPK2
TP53INP1,HIPK2
NLK,HIPK2
JAM3,JAM2
CASP8AP2,CASP8AP2
CSNK2A1,IL16
ZMYND8,FHOD1
HOMER1,STX12
SNAP29,STX12
ATN1,LYST
CSNK2A1,KIF1C
MRPL17,LYST
NCDN,LYST
DNAJC14,LYST
STX6,VAMP4
GOLGA5,GOLGA5
LDLR,LDLR
AP1M2,LDLR
RASGRF1,TNK2
SORBS2,FLOT1
CSNK2A1,PPP1R1B
MRAS,RASSF5
ATP6V1A,ATP6V1A
GCA,GCA
RAD23B,ATXN3
RAD23A,ATXN3
CSNK2A1,CDC37
APOBEC3F,APOBEC3G
UBE2E2,RNF19A
TRPM7,PLCB1
ERC1,ERC1
PPFIA1,ERC1
NEDD9,MICAL1
CMYA5,DTNBP1
TBC1D4,RBM12
SEC23A,SEC24B
CSNK2A1,NOL3
CRK,ATXN1
CSNK2A1,SPIB
VPS41,AP3D1
DAZAP2,SOX6
SOX5,SOX6
CSNK2A1,VAMP4
GGA2,CLINT1
POLE4,POLE3
HSPB8,CSNK2A1
LSM5,LSM2
PLEKHA5,LSM4
XRN1,LSM4
CSNK2A1,HSPH1
NAP1L4,CSNK2A1
ATN1,ATN1
PDCD6IP,ATN1
MAGI2,ATN1
HGD,HGD
BMP6,ACVR2A
PLEKHO1,CSNK2A1
PASK,PASK
EXOSC7,DIS3
EXOSC6,DIS3
NDEL1,DYNC1H1
LRPPRC,LRPPRC
HEBP2,LRPPRC
CECR2,LRPPRC
ATM,ATM
MDC1,ATM
TIPARP,ATM
CFDP1,CSNK2A1
CGN,TJP2
FBLIM1,FERMT2
CCNO,CCNO
SRPK1,FERMT1
ATXN1,ZHX3
NPHP3,NPHP3
HSPB1,HSPB8
CSNK2A1,CALM1
SORBS3,SAFB2
CHMP4B,PDCD6IP
CHMP4C,PDCD6IP
SPEN,SOX9
PGR,UBR5
TMED2,ARFGAP1
B3GNT2,C1GALT1C1
CSNK2A1,PGR
CAMKK2,CALM1
XRN1,CCT5
SMC4,NCAPD2
SMC2,NCAPD2
CSNK2A1,PSMA3
USP10,G3BP1
TSN,PPP1R15A
MRAS,MRAS
RAPGEF6,MRAS
RAPGEF5,MRAS
RASIP1,MRAS
MYO5B,RAB25
RAB11FIP2,RAB25
RAB11FIP3,RAB25
RRAGD,RRAGB
KLHL3,SYNCRIP
IVNS1ABP,SYNCRIP
SYT7,SYNCRIP
ENG,ACVR2A
SYT11,SYNCRIP
CSDE1,SYNCRIP
SYNCRIP,HNRNPD
SYTL4,SYTL4
STARD13,HSP90AB1
PPID,HSP90AB1
PTPN2,FKBP4
HSPB1,EIF4G1
EIF4G1,MKNK1
STK39,SLC12A2
KAT2B,KAT2B
NPAS2,KAT2B
JDP2,KAT2B
CDT1,GMNN
PHC1,GMNN
DNMBP,HSPA1B
CAND1,CUL2
ARNTL2,EPAS1
RPS6KA5,PLA2G4A
INHBA,ACVR2A
CTNNAL1,NEK1
FEZ1,NEK1
FEZ2,NEK1
POLR1B,POLR1B
RRN3,POLR1B
RNF11,SMURF2
NDFIP2,SMURF1
EVL,SEMA6A
SORBS2,SEMA6A
SH3RF1,SEMA6A
SRRM1,SRRM2
TRIM8,TRIM8
PIAS1,PIAS2
EYA2,SIX4
INHBB,ACVR2A
NF2,NF2
SGSM3,NF2
CUL3,CAND1
EDNRB,EDN1
EMCN,SELL
PODXL2,SELL
SIN3A,RBP1
PRMT2,PGR
PCSK9,PCSK9
NAA20,NAA20
P4HB,P4HB
P4HA3,P4HB
NRCAM,NRCAM
MACF1,NRCAM
MAGI3,NRCAM
NFASC,NRCAM
NCOA2,KIF5B
CNOT1,CNOT8
BTG1,CNOT8
MED13L,MED13
SNAP29,STX6
MAL2,TPD52L1
GGA2,BACE1
ITM2C,BACE1
TGFBR3,ACVR2A
HOMER1,HOMER3
FBXW11,FBXW11
PTS,PBRM1
SYNM,SYNM
TAOK1,MARK1
NLRP1,NLRP1
THRB,C1D
CDK7,PCGF6
UBD,NUB1
FAM57A,GGT7
TOB1,MARCKS
THRB,THRB
PRMT2,THRB
NCOA2,THRB
NRBF2,THRB
GORASP2,TGFA
TFPI2,F11
DNMBP,CYFIP2
EED,TGS1
RAB11FIP2,MYO5B
XRN1,DPP7
XRN1,SPATA20
BLZF1,GORASP2
TMED2,GORASP2
PBX2,CENPBD1
XRN1,CENPBD1
INHBC,ACVR2A
HADH,HADH
ACADM,ACADM
CLK1,PRPF4
SNRNP40,SNRNP40
ATG5,ATG12
ATG10,ATG12
STYX,CARHSP1
ATXN1,GPATCH8
TJP3,GJC1
TYMP,TYMP
MCL1,MCL1
PMAIP1,MCL1
XRCC5,POLD1
POLD2,POLD1
PBX2,PBX1
PBX2,PBX2
RPS6KC1,PBX2
SMYD3,PBX2
MKI67,MKI67
PTGER2,PTGDS
PRKG1,GKAP1
PPP2R5E,PPP2CA
PPP2R2A,PPP2CA
RPS6KB1,PPP2CA
STRN,PPP2CA
KDM5A,ESR1
GTF2B,POLR2A
XRCC5,POLR2A
CCNL2,POLR2A
CDK12,POLR2A
PPIG,POLR2A
PCIF1,POLR2A
TRAM2,POLR2A
GTF2B,GTF2B
FOXF2,GTF2B
TBPL1,GTF2B
TCEA2,GTF2B
TRAM2,GTF2B
TNNI3,TNNC1
XRCC5,XRCC5
CYB5R3,CYB5A
CYB5R3,CYB5R3
PCSK5,ITGA6
PLA2G4A,PLA2G4A
MKNK1,PLA2G4A
RCOR1,REST
SIN3B,REST
NFIC,NFIB
SET,ANP32A
ELAVL1,ANP32A
SET,SET
SETBP1,SET
ELAVL1,SET
USP33,DIO2
TAF5,TAF15
POLR2C,TAF15
POLR2E,TAF15
TAF12,TAF15
INPP5D,INPP5D
LILRB4,INPP5D
DOK3,INPP5D
CD300LF,INPP5D
TOPORS,UBE2I
ETV6,UBE2I
PIAS1,UBE2I
DACH1,UBE2I
STRA13,UBE2I
UBE2I,PIAS2
NAIP,NAIP
PER3,CRY1
PAWR,PAWR
THAP1,PAWR
CLK1,CLK1
LUC7L3,CLK1
FUBP1,CCNH
CDK7,CCNH
HNRNPUL1,PRMT2
PIAS3,NCOA2
CARM1,NCOA2
PPFIA1,NCOA2
KIF5C,NCOA2
MAPKAPK2,HSPB1
KCNQ3,KCNQ3
CDC7,MCM4
MAGI2,ACVR2A
ABL2,CAT
USO1,YKT6
CLASP2,CLIP2
PTPN11,CAT
MPDZ,MPDZ
PLEKHA1,MPDZ
CARM1,ELAVL1
ARFGEF2,ARFGEF1
CLCF1,CRLF1
FNBP4,SYNJ1
SORBS2,SYNJ1
SH3GLB1,SYNJ1
XRN2,COMT
GNG2,GNB5
CTNNB1,CTNNA1
ARHGEF12,ARHGEF12
HOMER1,HOMER1
TRPC1,HOMER1
DNM3,HOMER1
TANC1,HOMER1
FEZ1,RIF1
STRN3,PPP2R2A
USH1C,USH1C
EXOC7,ARFGEF2
IQGAP2,IQGAP2
STAT3,STAT3
SPTAN1,CTNNA1
SMC2,SMC4
VCL,CTNNA1
CDH5,CTNNA1
SIK1,VAPA
ARL6,ARL6IP5
SPAG16,SPAG6
CA9,CTNNA1
TJP2,CTNNA1
EHBP1,EHD1
SNAP29,EHD1
EHD3,EHD1
STK35,PDLIM1
FAM84B,CTNNA1
SNX4,SNX2
FNBP1,SNX2
EED,EED
RABGEF1,GGA2
CCDC91,GGA2
CEBPA,CTNNB1
IFNAR1,STAT3
EZR,CTNNB1
MYOCD,MYOCD
MKL1,MYOCD
CDC42EP3,CDC42EP3
EGFR,CTNNB1
EXOSC6,EXOSC7
FYN,CTNNB1
TP53BP2,YAP1
SLAMF7,SLAMF7
TCF3,CTNNB1
MKNK1,MKNK1
LEF1,CTNNB1
MUC1,CTNNB1
PARD6B,MPP5
ERBB2,CTNNB1
BRCA1,STAT3
CCND1,CTNNB1
STK38,STK38
IVD,IVD
TFB2M,TFB2M
PIK3R1,CTNNB1
PECAM1,CTNNB1
PHF12,MORF4L1
APC,CTNNB1
TOB2,TOB2
SH3GL3,SH3GL3
ROBO4,ROBO4
ENAH,ROBO4
GABPB1,YAF2
CBX2,RYBP
GABPB1,RYBP
CDK5RAP2,STK36
MAST2,STK36
PTPN1,CTNNB1
DOCK10,RHOJ
DOCK8,RHOJ
EAF2,EAF2
TCEA2,EAF2
CLCF1,CLCF1
POLR1D,POLR1C
FER,CTNNB1
ARID4B,SIN3A
ZBTB16,SIN3A
PTPRF,CTNNB1
PHF12,SIN3A
ETV6,SIN3A
DACH1,SIN3A
ZBTB16,SIN3B
CDKN1A,STAT3
TRAK1,TRAK1
EXOC2,EXOC3
TBC1D4,CDK5RAP2
TGFBR1,CTNNB1
NRXN2,MACF1
CDH1,CTNNB1
MTX1,MTX2
NIN,NIN
PARD6B,PARD3B
POLR2C,ATF7IP
POLR2D,ATF7IP
BATF,BATF
BICD2,BICD2
TBL1X,CTNNB1
NEK9,BICD2
AR,CTNNB1
DAPK2,DAPK2
CSNK1A1,CTNNB1
IGHG1,FCGR3B
GNG12,GNB4
ASCC1,ASCC3
FGFR3,STAT3
KHDRBS3,KHDRBS3
LNX1,LNX2
GALNT14,MUC13
EHD2,EHBP1
TBC1D4,NAV1
GLRX3,GLRX3
SMAD4,CTNNB1
PPM1F,PPM1F
RGL1,RIT1
RPS6KC1,RPS6KC1
CDH5,CTNNB1
PLXNA1,SEMA6D
RND1,UBXN11
SYNJ2,SYNJ2
TRIM29,TRIM29
TRIM27,TRIM29
SMAD2,CTNNB1
HAUS7,UCHL5
FGFR4,STAT3
DVL3,CTNNB1
TIPARP,XRN2
YOD1,YOD1
ZHX1,ZHX3
CASP8,CTNNB1
DYNC2LI1,DYNC2H1
DBF4,CDC7
TCF7L2,CTNNB1
EXOSC3,KHSRP
KCNMA1,KCNMB1
NPNT,ITGA8
CABIN1,CABIN1
IGHG1,SWAP70
ZHX1,ZHX1
TACC1,TACC1
SPAG9,SPAG9
PTPRK,CTNNB1
FHL2,CTNNB1
BANP,BTG3
BRD7,HNRNPUL1
EHD2,EHD2
TPM2,PDLIM7
NR3C1,STAT3
MKL1,MKL1
MKL2,MKL1
FNBP1,FNBP1
SPRY4,SPRY4
HEATR1,XRN1
CNPY2,MLXIP
PPHLN1,PPHLN1
SMAD3,CTNNB1
PINK1,PINK1
PTPN14,CTNNB1
STON2,STON2
CA9,CTNNB1
RAB11FIP2,RAB11FIP2
SMARCA4,CTNNB1
SSX2IP,SSX2IP
IKBKB,CTNNB1
ATL2,ARL6
IQGAP1,CTNNB1
ARL6IP6,ARL6
ARL6,ARL6
FOXP4,FOXP4
FOXP4,FOXP1
TUBGCP4,TUBG1
AKAP8L,AKAP8L
ARID1B,ARID1B
HSP90AA1,STAT3
ATL2,ATL2
EIF2AK1,HSP90AA1
EIF2AK1,CDC37
TXNL4B,PRPF6
AGR3,LYPD3
AXIN2,CTNNB1
CGN,F11R
EXOSC6,CHPF
CKAP5,CKAP5
DLG5,CTNNB1
GNA13,CTNNB1
DNMBP,DNMBP
EVL,DNMBP
RAPH1,DNMBP
ENAH,DNMBP
WIPF2,DNMBP
SLC9A3R1,CTNNB1
FMNL3,PRPF40A
WBP11,PRPF40A
GSK3B,CTNNB1
TCF7L1,CTNNB1
NF2,CTNNB1
NEK9,NEK9
HCK,STAT3
ACP1,CTNNB1
PPFIA1,PPFIA1
CDH11,CTNNB1
EXOSC6,RAB3GAP2
RAB3GAP1,RAB3GAP2
NCOA2,CTNNB1
GGA1,RABGEF1
EXOC7,EXOC2
STK35,STK35
STRN3,CALM1
MED28,MED30
TOPORS,TOPORS
VEZT,VEZT
CDA,CDA
ZBTB16,ZBTB16
S100A4,TPM2
TNNI3,TNNI3
WBP11,PPP1CB
GABPB1,GABPA
BOC,CTNNB1
EAF1,ELL2
SYT7,STX2
BCAP29,IGHD
PTS,PTS
FNDC5,PTS
MAGI2,CTNNB1
KLHL20,ECT2
RND1,PLXNA1
TAF11,TAF5
TAF12,TAF5
MAPKAPK2,HNRNPA0
MAPK14,MAPKAPK2
MAPKAPK2,MAPKAPK2
CDON,CTNNB1
NEDD9,NEDD9
IL2RB,STAT3
SOX17,CTNNB1
STX3,SYT7
STX3,SNAP29
MAPKAPK2,ARPC5
CTNNB1,CHD8
POLR3C,GTF3C4
TMED2,TMED10
MAPK8IP3,MAPK8IP3
CENPH,CENPH
NPDC1,NPDC1
MAPRE2,CLASP2
MYLIP,CNPY2
RGS1,GDE1
SNX9,TNK2
GGA1,GGA1
CCDC91,GGA1
EXOSC6,EXOSC6
DCP1B,EXOSC6
CSTA,CTSB
TRIM6,TRIM6
CLK4,CLK4
COX4I2,COX4I2
IL2RA,STAT3
CST7,CTSB
NUP37,NUP43
CST3,CTSB
EXOC7,EXOC4
DLGAP4,EXOC4
CHST15,RRAGD
MARCKS,CTSB
ATXN1,ZC3H7B
PTBP2,PTBP2
CBX7,CBX7
HIBADH,HIBADH
CTSB,PLAU
CSTA,CTSH
TPRKB,TP53RK
CDON,BOC
POLD2,KCTD13
CTSG,C3
ENAH,ENAH
NFASC,NFASC
CTSG,SERPIND1
JAK1,STAT3
CTSG,IGFBP3
DLGAP4,SORBS2
SDC1,CTSG
BRD7,RIF1
THBS1,CTSG
CABLES2,CABLES2
CANT1,CANT1
F5,CTSG
CDCA8,CDCA8
CEPT1,CEPT1
CAMP,CTSG
DCTN4,DCTN4
CTSG,CXCL12
CTSG,F2RL1
JAK2,STAT3
SPOP,H2AFY
PPBP,CTSG
CTSG,F2R
MBIP,MBIP
CTSG,SELPLG
FN1,CTSD
XRCC4,AHNAK
CARD8,NLRP2
CTSD,IGFBP3
NDE1,TUBG1
NEK8,NEK8
PDZRN3,PDZRN3
CTSD,IGFBP4
PPRC1,PPRC1
PSAP,CTSD
RIN2,RIN2
IL6R,STAT3
CD4,CTSD
SEC61A1,SEC61A1
SH3GLB1,SH3GLB1
SH3GLB2,SH3GLB1
MAP3K9,SH3RF1
SH3D19,SH3YL1
SOSTDC1,SOSTDC1
UBE3C,UBE3C
CTSD,CCL21
CTSD,CST3
PLEK,PLEK
PLEK,INPP5A
CSDE1,HNRNPD
XRCC4,XRCC4
MAP3K9,MAP3K9
TAF12,TAF11
LCK,STAT3
CTSD,SERPINA4
POLDIP3,POLD2
STX3,STX3
ATXN1,GCA
SRPK1,SRPK1
SRPK1,SRRM1
CDK7,CDK7
CTSD,CTSB
TRIM27,TRIM27
POLE4,POLE2
PIAS1,PIAS1
BHLHE40,BHLHE40
ATG5,ATG5
ATG10,ATG5
REV1,POLI
CST3,CTSS
MAGI2,MAGI2
MDC1,MDC1
PRICKLE1,PRICKLE1
ADAP2,ADAP2
AGAP1,AGAP1
CARD8,CARD8
CARD16,CARD8
DSN1,DSN1
DSN1,ZWINT
ASF1B,ASF1A
AMIGO2,AMIGO2
BNIPL,BNIPL
CMYA5,CMYA5
CARD16,CARD16
ITLN1,ITLN1
MKL2,MKL2
ATXN1,SGMS1
RELA,STAT3
SCUBE2,SCUBE2
SCUBE3,SCUBE3
CDK1,CUX1
SOX5,SOX5
STRN,CALM1
HMGB1,CUX1
TFCP2L1,TFCP2L1
GRHL1,GRHL1
RB1,CUX1
SDC3,CUX1
ZNF397,ZNF397
CKMT1A,CKMT1A
SATB1,CUX1
CYTH2,CUX1
PTPRS,EGFR
BMP4,BGN
MAPK1,SMAD3
MAPK1,SMAD2
PTPN11,SIRPA
KAT2B,CUX1
MAPK1,SMAD1
MAPK1,DUSP6
MAPK1,PAK1
MAPK1,IRS1
CEBPA,CEBPA
CEBPD,CEBPA
CDKN1A,CEBPA
CDK2,CEBPA
ATF2,CEBPA
CDK4,CEBPA
MET,STAT3
CDKN3,CEBPA
DBP,CEBPA
NR3C1,CEBPA
SPI1,CEBPA
RB1,CEBPA
NFYA,CEBPA
CEBPB,CEBPA
MYC,CEBPA
JUN,STAT3
CEBPG,CEBPD
RELA,CEBPD
RB1,CEBPD
CEBPB,CEBPD
CDK2,CDKN1A
CDK4,CDKN1A
CCND3,CDKN1A
CCND1,STAT3
CCNE1,CDKN1A
PIM1,CDKN1A
CCND1,CDKN1A
PCNA,CDKN1A
PSMA3,CDKN1A
RB1,CDKN1A
EIF2AK2,STAT3
TK1,CDKN1A
MAPK8,CDKN1A
CCNB2,CDKN1A
CDC5L,CDKN1A
CCNE2,CDKN1A
PTPN11,STAT3
GADD45B,CDKN1A
GADD45G,CDKN1A
SET,CDKN1A
CDC7,CDKN1A
POLD2,CDKN1A
BCCIP,CDKN1A
RNF144B,CDKN1A
FER,STAT3
CKS1B,CKS1B
CKS2,CKS1B
CDK2,CKS1B
SKP2,CKS1B
CDK1,CKS2
NCAM1,NCAM1
FGFR1,NCAM1
FYN,NCAM1
PRNP,NCAM1
MAPK1,STAT3
ST8SIA4,NCAM1
ATXN1,EFEMP2
CDC25B,CDK1
CDK1,CREM
CDKN3,CDK1
PRKCD,STAT3
CCNA2,CDK1
CCNB1,CDK1
CCNE1,CDK1
GADD45A,CDK1
CDK1,TOP2A
CDK1,EEF1D
FYN,CDK1
CDK1,ITPR1
CDK1,KRT18
CDK1,LMNA
CDK1,LMNB1
CDK1,STMN1
CDK1,MAP4
CDK1,NPM1
LYN,CDK1
PCNA,CDK1
CDK1,PTPN1
CDK1,RB1
CDK1,RRM2
CDK1,ABL1
TP53,CDK1
CDK1,VIM
WEE1,CDK1
POLA1,CDK1
CDK1,UBE2A
TLE1,CDK1
CDK1,RAP1GAP
BMX,STAT3
CDK1,FEN1
CDK1,HMGA1
SFN,CDK1
AR,STAT3
ATXN1,ST6GALNAC6
CDK1,FOXM1
DNM2,CDK1
CDK1,KHDRBS1
CDK1,GOLGA2
CCNB2,CDK1
CDK1,IL16
CDK1,BIRC5
SYK,STAT3
CDK1,PTTG1
CNOT7,CDK1
GADD45B,CDK1
GADD45G,CDK1
LZTS1,CDK1
CDK1,NUP210
HSPD1,ALDH2
CDK1,PTPN2
USP16,CDK1
CDT1,CDK1
HSPA2,CDK1
CDK1,NES
CDK1,NSFL1C
CDK1,RPS6KB1
JAK3,STAT3
SPAG5,CDK1
ZBTB16,CDK1
CDK1,NDE1
CDK7,CDK1
MCM2,MCM2
STAT1,STAT3
CDK4,MCM2
MCM7,MCM2
RPA1,MCM2
RPA3,MCM2
GTF2H1,MCM2
CDKN2A,MCM2
MCM6,MCM2
IL6ST,STAT3
PLK1,MCM2
MCM3,MCM2
MCM5,MCM2
CCNB2,MCM2
CDK6,MCM2
GHR,STAT3
GTF2B,MCM2
CDC7,MCM2
DBF4,MCM2
PTPN11,ARHGAP1
PTPN11,MS4A2
BRCA1,IFI16
PTPN11,SOCS3
SKIL,CDC27
HSP90AA1,BIRC5
HSP90AA1,WASL
HSP90AA1,IRAK1
BRCA1,ABL1
PTPN1,LAT
BRCA1,BRCC3
PTPN12,PSTPIP2
PTPN12,LPXN
PTPN13,PLEKHA1
PTPN13,APC
PTPN13,CTNNB1
SMAD2,CDC27
PTP4A2,ATF7
PTPRC,ITGAL
